Kode Artikel,Nama Artikel,Tier,QTY WHS DDD,QTY WHS LJBB,QTY WHS MBB,TOTAL WHS,RO BOX DDD,RO BOX LJBB,RO BOX MBB,TOTAL RO,READY STOCK
SJ1ACA21,"MEN CLASSIC 21, BLACK-ITALIAN PLUM",5,0,0,0,0,0,0,,0,0
M1AZCA22,"MEN CLASSIC 22, BLACK RED",5,0,0,0,0,0,0,,0,0
M1AZCA25,"MEN CLASSIC 25, GREEN BROWN BLACK",5,0,0,0,0,0,0,,0,0
SJ1APL1,"MEN PILLOW 1, BLACK",5,0,0,0,0,0,0,,0,0
SJ1APL2,"MEN PILLOW 2, WHITE0BLACK",5,0,0,0,0,0,0,,0,0
SJ1APL3,MEN PILLOW 3. BRICK-BLACK,5,0,0,0,0,0,0,,0,0
SJ1APL4,"MEN PILLOW 4, BRILLIANT BLUE0BLACK",5,0,0,0,0,0,0,,0,0
SJ1APL5,"MEN PILLOW 5, TWILIGHT0LIGHT GRAY",5,0,0,0,0,0,0,,0,0
SJ1APL6,"MEN PILLOW 6, RED0TWILIGHT",5,0,0,0,0,0,0,,0,0
SJ1APL7,"MEN PILLOW 7, BLACK0RED",5,0,0,0,0,0,0,,0,0
SJ1APL8,"MEN PILLOW 8, GRAY0YELLOW",5,0,0,0,0,0,0,,0,0
SJ1APL9,"MEN PILLOW 9, ORANGE0IGUANA",5,0,0,0,0,0,0,,0,0
SJ1APL10,"MEN PILLOW 10, BLACK0STEEL",5,0,0,0,0,0,0,,0,0
SJ1APL11,"MEN PILLOW 11, RED0SILVER",5,0,0,0,0,0,0,,0,0
SJ1APL12,"MEN PILLOW 12, BLACK0ITALIAN PLUM",5,0,0,0,0,0,0,,0,0
SJ1APL13,"MEN PILLOW 13, ALMOND BLACK",5,0,0,0,0,0,0,,0,0
SJ1APL14,"MEN PILLOW 14, OCHRE BLACK",5,0,0,0,0,0,0,,0,0
SJ1APL15,"MEN PILLOW 15, EVERGREEN",5,0,0,0,0,0,0,,0,0
M1AZPL1,"MEN PILLOW 1, BLACK",5,0,0,0,0,0,0,,0,0
M1APL1,"MEN PILLOW 1, BLACK",5,0,0,0,0,0,0,,0,0
"M1AZPL5","MEN PILLOW 5, TWILIGHT0LIGHT GRAY",5,0,0,0,0,0,0,,0,0
M1AZPL5,"MEN PILLOW 5, TWILIGHT0LIGHT GRAY",5,0,0,0,0,0,0,,0,0
M1AZPL9,"MEN PILLOW 9, ORANGE0IGUANA",5,0,0,0,0,0,0,,0,0
M1APL9,"MEN PILLOW 9, ORANGE0IGUANA",5,0,0,0,0,0,0,,0,0
M1AZPL10,"MEN PILLOW 10, BLACK0STEEL",5,0,0,0,0,0,0,,0,0
M1APL10,"MEN PILLOW 10, BLACK0STEEL",5,0,0,0,0,0,0,,0,0
M1AZ3L13,"MEN PILLOW 13, ALMOND BLACK",5,0,0,0,0,0,0,,0,0
M1APL13,"MEN PILLOW 13, ALMOND BLACK",5,0,0,0,0,0,0,,0,0
M1AZPL13,"MEN PILLOW 13, ALMOND BLACK",5,0,0,0,0,0,0,,0,0
"M1AZPL14","MEN PILLOW 14, OCHRE BLACK",5,0,0,0,0,0,0,,0,0
M1AZPL14,"MEN PILLOW 14, OCHRE BLACK",5,0,0,0,0,0,0,,0,0
"M1APL16","MEN PILLOW 16, BLACK OLIVE",5,0,0,0,0,0,0,,0,0
M1APL16,"MEN PILLOW 16, BLACK OLIVE",5,0,0,0,0,0,0,,0,0
M1APL17,"MEN PILLOW 17, BLACK DARK BLUE",5,0,0,0,0,0,0,,0,0
M1AZ3L17,"MEN PILLOW 17, BLACK DARK BLUE V2",5,0,0,0,0,0,0,,0,0
M1AZPL17,"MAN PILLOW 17, BLACK DARK BLUE",5,0,0,0,0,0,0,,0,0
M1APL18,"MEN PILLOW 18, BLACK BROWN",5,0,0,0,0,0,0,,0,0
SJ1ABL1,"MEN BLACK SERIES 1, BLUE",5,0,0,0,0,0,0,,0,0
SJ1ABL2,"MEN BLACK SERIES 2, RED",5,0,0,0,0,0,0,,0,0
SJ1ABL3,"MEN BLACK SERIES 3, ORANGE",5,0,0,0,0,0,0,,0,0
SJ1ABL4,"MEN BLACK SERIES 4, TURQUOISE",5,0,0,0,0,0,0,,0,0
MBLACK2,"MEN BLACK SERIES 2, PEACHOCK BLUE",5,0,0,0,0,0,0,,0,0
SJ1ASP1,"MEN STRIPE 1, BLACK BLUE0RED",5,0,0,0,0,0,0,,0,0
SJ1ASP2,"MEN STRIPE 2, TWILIGHT ORANGE0GREEN",5,0,0,0,0,0,0,,0,0
SJ1ASP3,"MEN STRIPE 3, DOVE GRAY0TOSCA",5,0,0,0,0,0,0,,0,0
SJ1ASP4,"MEN STRIPE 4, WHITE GREEN-GRAY",5,0,0,0,0,0,0,,0,0
SJ1ASP5,"MEN STRIPE 5, RED TWILIGHT GRAY",5,0,0,0,0,0,0,,0,0
SJ1ASP6,"MEN STRIPE 6, FROST BLACK0CAYENNE",5,0,0,0,0,0,0,,0,0
SJ1ASP7,"MEN STRIPE 7, BLACK BROWN0WHITE",5,0,0,0,0,0,0,,0,0
SJ1ASP8,"MEN STRIPE 8, TWILIGHT RED0WHITE",5,0,0,0,0,0,0,,0,0
SJ1ASP9,"MEN STRIPE 9, GREEN BLACK0YELLOW",5,0,0,0,0,0,0,,0,0
SJ1ASP10,"MEN STRIPE 10, ALMOND BLACK",5,0,0,0,0,0,0,,0,0
SJ1ASP12,"MEN STRIPE 12, SCUBA BLUE0BLACK",5,0,0,0,0,0,0,,0,0
SJ1AXR1,"MEN XANDER 1, BLACK NAVY",5,0,0,0,0,0,0,,0,0
ST1AXR1,"MEN XANDER 1, BLACK NAVY",5,0,0,0,0,0,0,,0,0
SJ1AXR2,"MEN XANDER 2, NAVY COCOA",5,0,0,0,0,0,0,,0,0
ST1AXR2,"MEN XANDER 2, NAVY COCOA",5,0,0,0,0,0,0,,0,0
SJ1AXR3,"MEN XANDER 3, BEIGE BROWN",5,0,0,0,0,0,0,,0,0
ST1AXR3,"MEN XANDER 3, BEIGE BROWN",5,0,0,0,0,0,0,,0,0
ST1AXR4,"MEN XANDER 4, OLIVE",5,0,0,0,0,0,0,,0,0
SJ1AXR4,"MEN XANDER 4, OLIVE",5,0,0,0,0,0,0,,0,0
ST1AXR5,"MEN XANDER 5, GRAY BLACK",5,0,0,0,0,0,0,,0,0
SJ1AXR5,"MEN XANDER 5, GRAY BLACK",5,0,0,0,0,0,0,,0,0
M1AZZXR1,"MEN XANDER 1, BLACK NAVY",5,0,0,0,0,0,0,,0,0
M1AZZXR3,"MEN XANDER 3, BEIGE BROWN",5,0,0,0,0,0,0,,0,0
M1AZZXR6,"MEN XANDER 6, BLACK BLACK",5,0,0,0,0,0,0,,0,0
M1AZZXR7,"MEN XANDER 7, NAVY GREY",5,0,0,0,0,0,0,,0,0
M1AZZSL5,"Men Slide 5, Black Black",5,0,0,0,0,0,0,,0,0
M1AZZSL6,"MEN SLIDE 6, BLACK WHITE",5,0,0,0,0,0,0,,0,0
M1AZZSL7,"MEN SLIDE 7, NAVY WHITE",5,0,0,0,0,0,0,,0,0
SJ1ACO1,"Men Camo 1, Black",5,0,0,0,0,0,0,,0,0
SJ1ACO2,"Men Camo 2, Navy",5,0,0,0,0,0,0,,0,0
SJ1ACO3,"Men Camo 3, Gray",5,0,0,0,0,0,0,,0,0
SJ1ACO4,"Men Camo 4, Red",5,0,0,0,0,0,0,,0,0
SJ1ACO5,"Men Camo 5, Olive",5,0,0,0,0,0,0,,0,0
SJ1ACL1,"Men Collab 1, Zuma x Gudetama Black",5,0,0,0,0,0,0,,0,0
SJ1APM1,"Men Powermax 1, Black",5,0,0,0,0,0,0,,0,0
SJ1APM2,"Men Powermax 2, Navy",5,0,0,0,0,0,0,,0,0
SJ1APM3,"Men Powermax 3, Red",5,0,0,0,0,0,0,,0,0
SJ1ABU,"MEN X ZUMA BU, MEN ZUMA X BU BLACK",5,0,0,0,0,0,0,,0,0
SJ2ACA1,"Ladies Classic 1, Jet Black",5,0,0,0,0,0,0,,0,0
SJ2ACA2,"Ladies Classic 2, Steel Gray",5,0,0,0,0,0,0,,0,0
SJ2ACA3,"Ladies Classic 3, Goat",5,0,0,0,0,0,0,,0,0
SJ2ACA4,"Ladies Classic 4, Twilight Blue",5,0,0,0,0,0,0,,0,0
SJ2ACA5,"Ladies Classic 5, Berry",5,0,0,0,0,0,0,,0,0
SJ2ACA6,"Ladies Classic 6, Fuschia Red",5,0,0,0,0,0,0,,0,0
SJ2ACA7,"Ladies Classic 7, Ginger Snap",5,0,0,0,0,0,0,,0,0
SJ2ACA8,"Ladies Classic 8, Bleached Sand",5,0,0,0,0,0,0,,0,0
SJ2ACA9,"Ladies Classic 9, Ceramic",5,0,0,0,0,0,0,,0,0
SJ2ACA10,"Ladies Classic 10, Aruba Blue",5,0,0,0,0,0,0,,0,0
SJ2ACA11,"Ladies Classic 11, Pine Cone",5,0,0,0,0,0,0,,0,0
SJ2ACA12,"Ladies Classic 12, Liberty",5,0,0,0,0,0,0,,0,0
SJ2ACA13,"Ladies Classic 13, Flamingo-Paloma",5,0,0,0,0,0,0,,0,0
SJ2ACA14,"Ladies Classic 14, Praline-Sand",5,0,0,0,0,0,0,,0,0
SJ2ACA15,"Ladies Classic 15, Sand-Bachelor",5,0,0,0,0,0,0,,0,0
SJ2ACA16,"Ladies Classic 16, Carnation-Bachelor",5,0,0,0,0,0,0,,0,0
SJ2ACA17,"Ladies Classic 17, Blanc-Birch",5,0,0,0,0,0,0,,0,0
SJ2ACA18,"Ladies Classic 18, Berry-Twilight",5,0,0,0,0,0,0,,0,0
SJ2ACA19,"Ladies Classic 19, Sphinx-Peach",5,0,0,0,0,0,0,,0,0
SJ2ACA20,"Ladies Classic 20, Passion-Carnation",5,0,0,0,0,0,0,,0,0
SJ2ACA21,"Ladies Classic 21, Black-Gold",5,0,0,0,0,0,0,,0,0
SJ2ASP1,"Ladies Stripe 1, Ginger Nectar-Aqua",5,0,0,0,0,0,0,,0,0
SJ2ASP2,"Ladies Stripe 2, Black Gray-Pink",5,0,0,0,0,0,0,,0,0
SJ2ASP3,"Ladies Stripe 3, Twilight Pink-Blue",5,0,0,0,0,0,0,,0,0
SJ2ASP4,"Ladies Stripe 4, Sand Brown-Orange",5,0,0,0,0,0,0,,0,0
SJ2ASP5,"Ladies Stripe 5, White Nectar-Blue",5,0,0,0,0,0,0,,0,0
SJ2ASP6,"Ladies Stripe 6, Carnation Blue-Yellow",5,0,0,0,0,0,0,,0,0
SJ2ASP7,"Ladies Stripe 7, Black Fuschia-Yellow",5,0,0,0,0,0,0,,0,0
SJ2ASP8,"Ladies Stripe 8, Gray Purple-Fuschia",5,0,0,0,0,0,0,,0,0
SJ2ASP9,"Ladies Stripe 9, Carnation Blue-Yellow",5,0,0,0,0,0,0,,0,0
SJ2ASP10,"Ladies Stripe 10, Light Rose-White",5,0,0,0,0,0,0,,0,0
SJ2ASP11,"Ladies Stripe 11, Mujito-Orange",5,0,0,0,0,0,0,,0,0
SJ2ASP12,"Ladies Stripe 12, Black-Pink White",5,0,0,0,0,0,0,,0,0
SJ2APL1,"Ladies Pillow 1, Black",5,0,0,0,0,0,0,,0,0
SJ2APL2,"Ladies Pillow 2, White-Black",5,0,0,0,0,0,0,,0,0
SJ2APL3,"Ladies Pillow 3, Brick-Black",5,0,0,0,0,0,0,,0,0
SJ2APL4,"Ladies Pillow 4, Pink-Black",5,0,0,0,0,0,0,,0,0
SJ2APL5,"Ladies Pillow 5, Brown-Black",5,0,0,0,0,0,0,,0,0
SJ2APL6,"Ladies Pillow 6, Bachelor-Carnation",5,0,0,0,0,0,0,,0,0
SJ2APL7,"Ladies Pillow 7, Black-Lavender",5,0,0,0,0,0,0,,0,0
SJ2APL9,"Ladies Pillow 9, Turquoise-Mint",5,0,0,0,0,0,0,,0,0
SJ2APL10,"Ladies Pillow 10, Brown-Taupe",5,0,0,0,0,0,0,,0,0
SJ2APL11,"Ladies Pillow 11, Twilight-Peach",5,0,0,0,0,0,0,,0,0
SJ2APL12,"Ladies Pillow 12, Stucco-Yellow",5,0,0,0,0,0,0,,0,0
SJ2APL13,"Ladies Pillow 13, Canal-Blue",5,0,0,0,0,0,0,,0,0
SJ2APL14,"Ladies Pillow 14, Twilight-Flamingo",5,0,0,0,0,0,0,,0,0
SJ2APL15,"Ladies Pillow 15, Silver-Flamingo",5,0,0,0,0,0,0,,0,0
L2AZPL1,"Ladies Pillow 1, Black V2",5,0,0,0,0,0,0,,0,0
SJ27PL1,"LADIES PILLOW 1, BLACK",5,0,0,0,0,0,0,,0,0
L2AZPL2,"Ladies Pillow 2, White-Black V2",5,0,0,0,0,0,0,,0,0
L2AZPL3,"Ladies Pillow 3, Brick-Black V2",5,0,0,0,0,0,0,,0,0
L2AZPL10,"Ladies Pillow 10, Brown-Taupe V2",5,0,0,0,0,0,0,,0,0
L2AZPL14,"Ladies Pillow 14, Twilight-Flamingo V3",5,0,0,0,0,0,0,,0,0
L2APL16,"Ladies Pillow 16, Navy Purple",5,0,0,0,0,0,0,,0,0
L2AZPL16,"Ladies Pillow 16, Navy Purple V2",5,0,0,0,0,0,0,,0,0
L2APL17,"Ladies Pillow 17, Navy Silver",5,0,0,0,0,0,0,,0,0
L2AZPL17,"LADIES PILLOW 17, 36, NAVY SILVER",5,0,0,0,0,0,0,,0,0
L2APL18,"Ladies Pillow 18, Black Rose",5,0,0,0,0,0,0,,0,0
SJ2AWG1,"Ladies Wedges 1, Black Gold",5,0,0,0,0,0,0,,0,0
SJ2AWG2,"Ladies Wedges 2, Jet Black",5,0,0,0,0,0,0,,0,0
SJ2AWG3,"Ladies Wedges 3, Navy",5,0,0,0,0,0,0,,0,0
SJ2AWG4,"Ladies Wedges 4, Ginger Snap",5,0,0,0,0,0,0,,0,0
SJ2AWG5,"Ladies Wedges 5, Red",5,0,0,0,0,0,0,,0,0
SJ2AWG6,"Ladies Wedges 6, Air Blue",5,0,0,0,0,0,0,,0,0
SJ2AWG7,"Ladies Wedges 7, Silver",5,0,0,0,0,0,0,,0,0
SJ2AWG8,"Ladies Wedges 8, Teal Green",5,0,0,0,0,0,0,,0,0
SJ2AWG9,"Ladies Wedges 9, Aqua Haze",5,0,0,0,0,0,0,,0,0
SJ2AST1,"Ladies Strappy 1, Jet Black",5,0,0,0,0,0,0,,0,0
SJ2AST2,"Ladies Strappy 2, Black Raspberry",5,0,0,0,0,0,0,,0,0
SJ2AST3,"Ladies Strappy 3, Silver Navy",5,0,0,0,0,0,0,,0,0
SJ2AST4,"Ladies Strappy 4, Silver Deep Coral",5,0,0,0,0,0,0,,0,0
SJ2AST5,"Ladies Strappy 5, Gold Black",5,0,0,0,0,0,0,,0,0
L2AST5,"Ladies Strappy 5, Gold Black V2",5,0,0,0,0,0,0,,0,0
L2AST6,"Ladies Strappy 6, Gold Cream V2",5,0,0,0,0,0,0,,0,0
L2AZST6,"Ladies Strappy 6, Gold Cream V3",5,0,0,0,0,0,0,,0,0
SJ1ACA1,"MEN CLASSIC 1, JET BLACK",5,0,0,0,0,0,0,,0,0
SJ2AAC1,"Ladies Ayang 1, Cream",5,0,0,0,0,0,0,,0,0
SJ2AAC2,"Ladies Ayang 2, Teal Blue",5,0,0,0,0,0,0,,0,0
SJ2AAC3,"Ladies Ayang 3, Blush Pink",5,0,0,0,0,0,0,,0,0
SJ2AAC4,"Ladies Ayang 4, Teal Green",5,0,0,0,0,0,0,,0,0
SJ2ACO1,"Ladies Camo 1, Black",5,0,0,0,0,0,0,,0,0
SJ2ACO2,"Ladies Camo 2, Navy",5,0,0,0,0,0,0,,0,0
SJ2ACO3,"Ladies Camo 3, White",5,0,0,0,0,0,0,,0,0
SJ2ACO4,"Ladies Camo 4, Black Pink",5,0,0,0,0,0,0,,0,0
SJ2ACO5,"Ladies Camo 5, Black Gold",5,0,0,0,0,0,0,,0,0
SJ2ACL1,"Ladies Collab 1, Dough Darlings",5,0,0,0,0,0,0,,0,0
SJ2ACL2,"Ladies Collab 2, Zuma x Hello Kitty Navy",5,0,0,0,0,0,0,,0,0
SJ2ACL3,"Ladies Collab 3, Zuma x Gudetama Beige",5,0,0,0,0,0,0,,0,0
SJ2ACL4,"Ladies Collab 4, Zuma x Gudetama Black",5,0,0,0,0,0,0,,0,0
SJ2ACL5,"Ladies Collab 5, Zuma x Gudetama Yellow",5,0,0,0,0,0,0,,0,0
SJ2AJO1,"Ladies Jovie 1, Zuma X Jovie Adhiguna Black",5,0,0,0,0,0,0,,0,0
SJ2AJO2,"Ladies Jovie 2, Zuma X Jovie Adhiguna White",5,0,0,0,0,0,0,,0,0
SJ2AJO3,"Ladies Jovie 3, Zuma X Jovie Adhiguna Tosca",5,0,0,0,0,0,0,,0,0
SJ2ATP1,"Ladies Tropical 1, Twilight",5,0,0,0,0,0,0,,0,0
SJ2ATP2,"Ladies Tropical 2, Soft Pink",5,0,0,0,0,0,0,,0,0
L2AZLT1,"LADIES LOONEY TUNES BUGS 1, GREY",5,0,0,0,0,0,0,,0,0
L2AZLT2,"LADIES LOONEY TUNES TWEETY 2, YELLOW",5,0,0,0,0,0,0,,0,0
SJ1KCL1,"Boys Collab 1, Zuma x Gudetama Black",5,0,0,0,0,0,0,,0,0
SJ1KCL2,"Boys Collab 2, Zuma x Gudetama Yellow",5,0,0,0,0,0,0,,0,0
SJ1KCL3,"Boys Collab 3, Disney Mickey Black",5,0,0,0,0,0,0,,0,0
SJ1KCL4,"Boys Collab 4, Disney Mickey Red",5,0,0,0,0,0,0,,0,0
SJ1KSP1,"Boys Stripe 1, Black Turquoise",5,0,0,0,0,0,0,,0,0
SJ1KSP2,"Boys Stripe 2, Navy Red",5,0,0,0,0,0,0,,0,0
SJ1KSP3,"Boys Stripe 3, Red Navy",5,0,0,0,0,0,0,,0,0
SJ1KSP4,"Boys Stripe 4, Gray Orange",5,0,0,0,0,0,0,,0,0
SJ1KSP5,"Boys Stripe 5, Tangerine-Blue",5,0,0,0,0,0,0,,0,0
SJ1KSP6,"Boys Stripe 6, Mosaic-Blue-Navy",5,0,0,0,0,0,0,,0,0
M1KZCL5,"BOYS COLLAB 5, SPACE JAM 01 BLACK",5,0,0,0,0,0,0,,0,0
M1KZCL6,"BOYS COLLAB 6, SPACE JAM 01 GREY",5,0,0,0,0,0,0,,0,0
M1KZCL7,"BOYS COLLAB 7, SPACE JAM 02 ROYAL BLUE",5,0,0,0,0,0,0,,0,0
M1KZCL8,"BOYS COLLAB 8, SPACE JAM 02 TURQUOISE",5,0,0,0,0,0,0,,0,0
SJ2KCL1,"Girls Collab 1, Zuma x Gudetama Black",5,0,0,0,0,0,0,,0,0
SJ2KCL2,"Girls Collab 2, Zuma x Gudetama Yellow",5,0,0,0,0,0,0,,0,0
SJ2KCL3,"Girls Collab 3, Disney Minnie Blue",5,0,0,0,0,0,0,,0,0
SJ2KCL4,"Girls Collab 4, Disney Minnie Coral",5,0,0,0,0,0,0,,0,0
SJ2KSP2,"Girls Stripe 2, Navy Pink",5,0,0,0,0,0,0,,0,0
SJ2KSP3,"Girls Stripe 3, Carnation Bachelor",5,0,0,0,0,0,0,,0,0
SJ2KSP4,"Girls Stripe 4, Blue Fuschia",5,0,0,0,0,0,0,,0,0
SJ2KSP5,"Girls Stripe 5, Peach Skin-Yellow",5,0,0,0,0,0,0,,0,0
BB2BZHK1,"BABY GIRLS HELLO KITTY 1, PINK V2",5,0,0,0,0,0,0,,0,0
BB2BZHK2,"BABY GIRLS HELLO KITTY 2, TOSCA V2",5,0,0,0,0,0,0,,0,0
L7KSP01,"GIRLS STRIPE 1, BLACK PINK",5,0,0,0,0,0,0,,0,0
M2XR04,"MEN XANDER 4, OLIVE",5,0,0,0,0,0,0,,0,0
M2XR06,"MEN XANDER 6, BLACK BLACK",5,0,0,0,0,0,0,,0,0
M2XR07,"MEN XANDER 7,  NAVY GREY",5,0,0,0,0,0,0,,0,0
M1SL12,"MEN SLIDE CAMO 12, BLACK",5,0,0,0,0,0,0,,0,0
SJ1ASP11,"MEN STRIPE 11, GRAY LIME",5,0,0,0,0,0,0,,0,0
M1BL02,"MEN BLACK SERIES 2, PEACHOCK BLUE",5,0,0,0,0,0,0,,0,0
L2AZST1,"Ladies Strappy 1, Jet Black V3",5,0,0,0,0,0,0,,0,0
L2AZST3,"Ladies Strappy 3, Silver Navy V2",5,0,0,0,0,0,0,,0,0
L3ST05,"LADIES STRAPPY 5, GOLD BLACK",5,0,0,0,0,0,0,,0,0
L1ST06,LADIES STRAPPY 6 GOLD CREAM,5,0,0,0,0,0,0,,0,0
L2AZPL5,"Ladies Pillow 5, Brown-Black V2",4,0,0,0,0,0,0,,0,0
L2APL14,"Ladies Pillow 14, Twilight-Flamingo V2",4,0,0,0,0,0,0,,0,0
K2LE01,"KIDS ZUMA LEEVIERRA,BUCKTHORN",4,0,0,0,0,0,0,,0,0
K2LE02,"KIDS ZUMA LEEVIERRA,PLAID",4,0,0,0,0,0,0,,0,0
M1AZDL2,"MAN DALLAS 2, NAVY",0,0,0,0,0,0,0,,0,0
BG2CA03,"BABY GIRLS CLASSIC 3,PASTEL LILAC",0,0,0,0,0,0,0,,0,0
K2LE03,"KIDS ZUMA LEEVIERRA,SHUNSINE",4,0,0,0,0,0,0,,0,0
Z2MF02,"BABY BOYS COLLAB 2, DISNEY MICKEY & FRIENDS BLUE",3,0,0,0,0,0,0,,0,0
M1SL14,"MEN SLIDE MAX 14,BLACK",3,0,0,0,0,0,0,,0,0
L1ES04,"LADIES ELSA SURFER GIRL 4,OLIVE",4,0,0,0,0,0,0,,0,0
L1ES01,"LADIES ELSA SURFER GIRL 1,BLACK",4,0,0,0,0,0,0,,0,0
L1ES02,"LADIES ELSA SURFER GIRL 2,NAVY",4,0,0,0,0,0,0,,0,0
L1ES03,"LADIES ELSA SURFER GIRL 3,PINK",4,0,0,0,0,0,0,,0,0
M1SL16,"MEN SLIDE MAX 16,ARMY",2,0,0,0,0,0,0,,0,0
M1SL15,"MEN SLIDE 15,NAVY",3,0,0,0,0,0,0,,0,0
M1ON08,"MEN ONYX 8,BLACK GREY",1,0,0,0,0,0,0,,0,0
M1ON09,"MEN ONYX 9,NAVY BLACK",3,0,0,0,0,0,0,,0,0
M1ON11,"MEN ONYX 11, TURQUOISE BLACK",2,0,0,0,0,0,0,,0,0
M1ON10,"MEN ONYX 10,NAVY NAVY",3,0,0,0,0,0,0,,0,0
Z2MF01,BABY GIRLS COLLAB 1 DISNEY MICKEY & FRIENDS PINK,2,2,0,19,21,0,0,,0,21
Z2MF03,BABY BOYS COLLAB 3 DISNEY MICKEY & FRIENDS BROWN,1,31,0,0,31,0,0,,0,31
M2SM07,"MEN SUMMER 7,WAVE TARACOTA",4,0,0,0,0,0,0,,0,0
Z2PS01,"BABY GIRLS PRINCESS SNOW WHITE 1,RED ",4,0,0,0,0,0,0,,0,0
Z2PS02,"BABY GIRLS PRINCESS BELLE 2,YELLOW",4,0,0,0,0,0,0,,0,0
Z2PS03,"BABY GIRLS PRINCESS ARIEL 3,GREEN",4,1,0,0,1,0,0,,0,1
Z2PS04,"BABY GIRLS PRINCESS CINDERELLA 4,BLUE",4,0,0,0,0,0,0,,0,0
L2SM06,"LADIES SUMMER 6,SUNSET NAVY ",4,0,0,0,0,0,0,,0,0
L2SM05,"LADIES SUMMER 5,CAMBOJA BLACK",4,0,0,0,0,0,0,,0,0
L2SM07,"LADIES SUMMER 7,FLAMINGOS VIVA MAGENTA",4,0,0,0,0,0,0,,0,0
M2SM05,"MEN SUMMER 5,AMAZON BLACK",4,0,0,0,0,0,0,,0,0
M2SM06,"MEN SUMMER 6,SUNSET NAVY",4,0,0,0,0,0,0,,0,0
M2SM08,"MEN SUMMER 8,TURTLE TURKISH",4,0,0,0,0,0,0,,0,0
M1ON12,"MEN ONYX Z 12, BLACK BLACK",1,0,0,0,0,0,0,,0,0
L2SM08,"LADIES SUMMER 8, TURTLE TURKISH",4,0,0,0,0,0,0,,0,0
L1FL07,"LADIES FLO 7, OTTER",2,0,0,0,0,0,0,,0,0
L1FL08,"LADIES FLO 8, SPRING LAKE",4,0,0,0,0,0,0,,0,0
M1DL05,"MEN DALLAS 5, ALMOND",2,0,0,0,0,0,0,,0,0
M1DL06,"MEN DALLAS 6, ARMY",4,0,0,0,0,0,0,,0,0
M1CA33,"MEN CLASSIC EARTH 33, MOCHA",2,0,0,0,0,0,0,,0,0
M1CA34,"MEN CLASSIC EARTH 34, DARK GREEN",4,0,0,0,0,0,0,,0,0
M1CA35,"MEN CLASSIC EARTH 35, MACCHIATO",4,0,0,0,0,0,0,,0,0
M1CA36,"MEN CLASSIC EARTH 36, OLIVE",4,0,0,0,0,0,0,,0,0
L1CA31,"LADIES CLASSIC EARTH 31, JADE",4,0,0,0,0,0,0,,0,0
L1CA33,"LADIES CLASSIC EARTH 33, ROSY BROWN",2,0,0,0,0,0,0,,0,0
L1CA34,"LADIES CLASSIC EARTH 34, ROSE",1,0,0,0,0,0,0,,0,0
L1CA35,"LADIES CLASSIC EARTH 35, MACCHIATO",4,0,0,0,0,0,0,,0,0
L1CA36,"LADIES CLASSIC EARTH 36, OCHRE",1,0,0,0,0,0,0,,0,0
L1FY01,"LADIES FREYA 1, JET BLACK",4,0,0,0,0,0,0,,0,0
L1FY02,"LADIES FREYA 2, BLACK GOLD",4,0,0,0,0,0,0,,0,0
L1FY03,"LADIES FREYA 3, BROWNIE",4,0,0,0,0,0,0,,0,0
L1FY04,"LADIES FREYA 4, NAVY",4,0,0,0,0,0,0,,0,0
L1FY05,"LADIES FREYA 5, NAVY SILVER",4,0,0,0,0,0,0,,0,0
L1FY06,"LADIES FREYA 6, MUSTARD",4,0,0,0,0,0,0,,0,0
M1CA01-B,"MEN CLASSIC 1, JET BLACK (45/46)",4,0,0,0,0,0,0,,0,0
M1SP07-B,"MEN STRIPE 7, BLACK TAN WHITE (45/46)",4,0,0,0,0,0,0,,0,0
M1CA23-B,"MEN CLASSIC 23, NAVY BLACK (45/46)",4,0,0,0,0,0,0,,0,0
M1BL03-B,"MEN BLACK SERIES 3, COSMIC GREY (45/46)",4,0,0,0,0,0,0,,0,0
M1SP01-B,"MEN STRIPE 1, BLACK BLUE RED (45/46)",4,0,0,0,0,0,0,,0,0
M1SP11-B,"MEN STRIPE 11, GRAY LIME (45/46)",4,0,0,0,0,0,0,,0,0
M1CA27-B,"MEN CLASSIC 27, GREY GREY (45/46)",4,0,0,0,0,0,0,,0,0
M1BL06-B,MEN BLACK SERIES 6 STONE BLUE (45/46),4,0,0,0,0,0,0,,0,0
M1BL05-B,"MEN BLACK SERIES 5, PEANUT (45/46)",4,0,0,0,0,0,0,,0,0
B2TS01,"BOYS TOY STORY 1, BROWN",2,31,0,0,31,0,0,,0,31
B2TS02,"BOYS TOY STORY 2, BLUE",1,33,0,0,33,0,0,,0,33
Z2TS01,"BABY BOYS TOY STORY 1, BROWN",3,76,-1,0,75,0,0,,0,75
Z2TS02,"BABY BOYS TOY STORY 2, BLUE",4,0,0,0,0,0,0,,0,0
Z2TS03,"BABY BOYS TOY STORY 3, GREEN",3,0,94,0,94,0,0,,0,94
Z2CA04,"BABY CLASSIC 4, NAVY",1,0,0,0,0,0,0,,0,0
Z2CA05,"BABY CLASSIC 5, COFFEE",1,0,0,0,0,0,0,,0,0
Z2CA06,"BABY CLASSIC 6, GREY",1,0,0,0,0,0,0,,0,0
Z2CA07,"BABY CLASSIC 7, HONEY GINGER",2,0,0,0,0,0,0,,0,0
Z2CA08,"BABY CLASSIC 8, NUDE",2,0,0,0,0,0,0,,0,0
Z2CA09,"BABY CLASSIC 9, SAGE",2,0,0,0,0,0,0,,0,0
